type,book_id,user,time,rating,content
短评,35295592,眠,2021-03-02 15:43:10,5,这本入门级书籍引人入胜啊，虽然里面有很多方法是常常听到的，但确实自己没有实施过。这本书于我而言最大的启发在于对于金钱的观点“很多人以为有了钱就可以改变自己的近况。他们以为金钱能使人幸福，想要过得幸福充实就得先改变自己，钱可不能为他们代劳。一个幸福的人有了钱会更幸福，而一个消极悲观，总是杞人忧天的人钱越多烦恼。” 同样72法则也同样很有作用！
短评,35295592,小鸟的心脏,2021-01-26 12:42:36,5,一口气读完！非常收益。打破了很多固有偏见。不仅是一本理财入门书，也是帮助每个人通往理想的实践宝典。已经准备开始写成功日记✍🏻️
短评,35295592,Olivia,2021-03-23 08:17:33,5,主人公的例子还是比较理想化的。
短评,35295592,香菇🍀,2021-08-23 22:51:20,5,除了教会理财，还教会了怎样成长呀！一切都不晚！
短评,35295592,herschel36,2021-08-19 15:04:46,4,"这本《小狗钱钱》是很有名的理财书，故事内容很简单，叙述手法就像是小孩子看的故事书，阅读起来花不了多少时间。书中介绍的理财方法也是极其简单。但就是这样简单的理财方法，很多成年人都做不到。这本书与我而言受益还是很大的，每个月15号发工资，我身边的同事总是说，今天发等下就要全部拿去还钱了，然后继续用一些借💰平台消费，接下去如此这般循环，从来无法剩下什么钱。我觉得，如果按照这本书中所教的方法去管理好自己的💰，一定能攒下不少。目前我已经按照书中的方法开始了理财计划。这本书很简单，但是我觉得很值得一看，特别是有“经济危机”的人，你该反思一下自己的消费情况并采取措施了。
《小狗钱钱2》我也看了，不推荐，非常鸡肋+鸡汤。"
短评,35295592,benshuier,2021-02-20 22:37:18,5,20210220 第一次后悔太晚看到这本书了！！难怪豆瓣评分那么高！！不是没有理由的！！！这书里充满了智慧，教会我们正确认识金钱和幸福，也教导我们如何积极地面对生活。小女孩的爸爸和我爸太像了，都是那种糊里糊涂过日子，把很多不幸怪到运气不好上。我真想买本书送给我爸。这书我以后一定要让自己的孩子看一遍，一起讨论。目前来看，我能做的就是写成功日记、盘点的资产重新设计投资比例以及注销一些信用卡。
短评,35295592,Joe,2021-02-06 09:15:38,4,如何理财，理论都会，如何让人接受，如何娓娓而谈，如何诱发思考才是这本书最好的地方。会推荐给身边适龄的孩子
短评,35295592,原醉,2021-06-13 15:23:34,4,要搞钱。
短评,35295592,橘子大王点点,2021-04-07 00:23:53,5,理财入门的好书，很受益！
短评,35295592,DobbyIsFree,2021-04-08 08:55:32,5,除了理财的基本思路很受用以外，书里对给自己正向回馈、建立自信、始终帮别人解决问题，理性、节约地利用有限资源等一些价值观的引导看得人很舒心。虽然是孩童的理想主义世界，但作为一只”小狗“，能带给大朋友启发和快乐就已经足够了呀
短评,35295592,声声慢,2021-04-11 17:31:26,4,故事情节偏童话，确实是小朋友们的读物，但作者表达的建议和心得也适用于成年人，只是成年人往往“知易行难”。能做到“知易行易”的一般是有坚定目标和信念的人，有所欲求，且欲求强烈也就没有那么多失败的借口。
短评,35295592,麦琪琪magi,2021-03-31 12:57:28,4,以后陪我的孩子们看这本书。
短评,35295592,南泉,2021-04-03 09:03:49,5,久仰大名的书，但从来没看过，虽然针对的是儿童，但对于二十多岁的成年人，读起来也大有裨益，比如只还最低额度的贷款、设立梦想储蓄罐、写成功日记等，都是具有实操性的方法，可以学起来、用起来了。
短评,35295592,雲綠,2021-04-03 00:01:06,5,现在读到也不迟，早点读到会更好。
短评,35295592,笑笑,2021-04-11 08:51:48,4,很适合给孩子科普理财的书，8岁的孩子就能读懂，很不错
短评,35295592,安多,2021-04-09 02:37:43,0,夸夸自己就能挣钱
短评,35295592,Everest,2021-04-07 21:38:40,5,"感叹吉娅一步步都很顺利的样子。
学到了延迟满足，要区分短期存钱目标-可以用来花钱买东西，和长期存钱目标-用来投资钱生钱。"
短评,35295592,朝南生,2021-04-01 21:07:14,2,一顿操作猛如虎，误人子弟
短评,35295592,隐身的包包,2021-04-06 16:44:16,5,非常好，简单易懂。要是早几十年看到就好了。
短评,35295592,小巴,2021-04-07 10:09:28,5,买书的初衷是给孩子做理财启蒙。没想到，为自己重新梳理了一下理财思路。这本书不仅与理财有关，也与踏踏实实的做事有关。在这个浮躁的世界里，尤其难能可贵。
短评,35295592,可能是个回形针,2021-04-07 22:07:44,5,虽然是成年后读到，但我丝毫不怀疑这本书的确是写给孩子们的理财书，没有任何的说教，用最简单的语言教孩子如何与金钱打交道，我相信八九岁的孩子读到也能理解其中的意思。作为一个最近两年才开始存钱理财的成年人，真是对这本书相见恨晚呀！
短评,35295592,lazyman,2021-03-31 18:33:27,5,大朋友受益匪浅
短评,35295592,千难,2022-04-05 22:40:24,5,心愿清单 成功日记 72小时法则 下金蛋的鹅
短评,35295592,RitaZhu,2022-04-05 23:47:48,5,我可以读得晚，但一定要让更多的小朋友更早的接触这一本
短评,35295592,Kaukokaipuu,2022-04-06 00:55:23,5,真的应该早点看
短评,35295592,我本游侠,2022-04-06 08:06:11,5,恨不早读
短评,35295592,黑胖子Cary,2022-04-05 19:04:57,5,如果从10岁开始投资，说不定我现在也家财万贯了。
短评,35295592,laurel,2022-04-05 20:33:49,4,儿童读物
短评,35295592,ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•,2022-04-06 18:26:48,5,"第一本是讲理财的，学到很多东西。1去做有兴趣同时别人也需要的工作
2挣到的钱50%养鹅，40%梦想储蓄，10%日常花费。
3写成功日记建立自信
4养鹅的一部分钱可做投资，因为可以长久时间不用，5-10年的高回报。
5还债要用最低还款额度，不然还完钱会一无所有，一部分钱用来储蓄，那么还完钱后还有自己一只下金蛋的鹅。
6基金本金翻一倍的年限，72/年收益率=翻倍年数，如72/12=6，即六年翻倍。
7通货膨胀，本金缩水一半的年限，72/3=24，即24年，储蓄卡里钱减少一半。
8选择基金要看十年内的年化收益率较高（≥20%），波动率在自己可承受范围内。长期持有。
基金规模≥5亿
9找一位自己喜欢和信任的经管人
10未成年也可以开银行账户
11不要一直说尝试去做，这样很容易放弃"
短评,35295592,赤兔女,2022-04-04 00:08:14,5,虽然是儿童读物，但是对我的财富观有很大的影响，真希望自己小时候就能接触到这样一本书
短评,35295592,Z,2022-04-04 00:18:39,5,好的道理万事通用，比如“千里之行，始于足下”。
短评,35295592,少年老王,2022-03-30 08:49:18,3,很浅显的书，也许俺读的太晚了。
短评,35295592,稻荷,2022-04-03 21:03:37,5,回答了一个具体问题：攒钱用来提早还贷还是自主使用投资理财。很多积极心理学的说法也不错。
短评,35295592,青春的味道,2022-04-04 16:56:34,5,写给孩纸的金钱童话，也同样适用于刚学习理财的大人们！
短评,35295592,精神稳定,2022-04-04 23:23:16,5,"第一部真的很好，简单易懂。
"
短评,35295592,盐再加点水,2022-03-26 21:23:28,5,真不错！
短评,35295592,10E-33,2022-03-26 08:56:03,5,理想的理财入门读物，可以很好的帮助建立合理的理财观念，同时也包含了一部分为人处世的道理，非常推荐！
短评,35295592,虹口一条龙,2022-03-25 22:55:45,4,光記得基金那一章了 本書的案例不可一模一樣複製 但至少思路沒錯 就看個人的行動力和毅力了
短评,35295592,花吃了Elika,2022-03-26 01:38:46,5,好耶 把我的小学金钱课补上了！
短评,35295592,Yan,2022-02-26 20:21:38,4,与其说是关于财商的书，不如说是一本关于赚钱背后的成功思维与品德的书，第一部比第二部要写得好
短评,35295592,北冥没有鱼,2022-03-25 15:15:22,4,相见恨晚
短评,35295592,Moonchild,2022-04-01 23:27:35,5,为时不晚～
短评,35295592,光年‖影视歌三栖民工,2022-04-01 09:24:17,5,深入浅出，非常适合跟小孩一起看
短评,35295592,朝霞,2022-04-01 20:21:15,4,要自信，要去行动，要勇敢。
短评,35295592,未经爱与,2022-03-24 16:27:52,5,老少皆宜
短评,35295592,destiny,2022-03-28 15:00:37,5,简单易懂
短评,35295592,k,2022-03-28 18:32:09,0,3.28.2022 在家读完 历时两天 便于阅读 读这本书的速度于我而言很快 肯定是翻译水平精湛的结果 我喜欢 
短评,35295592,tɑΙoгicɑg,2022-03-28 20:22:19,4,有些还是太理想化了...算了，图一乐（
短评,35295592,Jasmine LIU,2022-03-29 14:53:24,3,狗都会理财，人类幼崽更应该培养理财的能力。
短评,35295592,阿章🍓,2022-03-29 17:16:03,3,浅显易懂，没有任何故事性且道理都是很直白的，成年人读得很没意思。1.树立目标：遇到问题和困难也要执行计划。 2.付出行动3.向有经验的人请教。说来说去大家缺的都是执行力。
短评,35295592,偶蘭,2022-03-23 18:28:47,5,本来觉得这本书会很弱智，看完了发现，这真是一本好书！！简直是通俗易懂又生动有趣，深刻走心。虽然里面的道理成年人都懂，但真心觉得没有什么废话，实用性高！翻译流畅，前后逻辑紧密，且符合认知，非常非常喜欢。
短评,35295592,野猫饶饶,2022-03-25 14:13:48,5,学会了写感恩日记和成功日记
短评,35295592,星洛丫头,2022-04-02 16:09:45,5,特别棒的书，很好看很精彩。我也要像吉娅一样实现自己的梦想，养自己的小金鹅。
短评,35295592,红辣椒,2022-03-31 10:49:47,5,还没有孩子，先自己看完了书
短评,35295592,delpy,2022-03-31 07:05:50,5,太棒了！
短评,35295592,Will,2022-03-31 15:04:37,5,任何事情一个好的开端都是意识，只有意识到了才有做的可能。所以从这个意义来说，这本书绝不是只给小孩子看的。
短评,35295592,绒绒,2022-03-26 22:30:47,5,朵朵阅读二下2022.3.26 - 她非常非常喜欢
短评,35295592,BIAO,2022-03-27 10:30:27,4,有点理想，不过小孩看是不错的
短评,35295592,有点小晕,2022-04-05 15:52:25,5,不只是童书，包含大人也应该学习的财务知识。结尾的企业家精神以及教育目的的概念发人深省……把这本儿童理财入门书又拔高了一个层面。
短评,35295592,UlyssesXXI,2022-03-25 22:24:26,5,鹅鹅鹅！！！
短评,35295592,DennisChee,2022-03-25 10:39:58,3,帮助小孩认识金钱，并且对于人生也有一定指导作用。
短评,35295592,痣痣,2022-03-23 16:48:37,5,2022.03.23 读毕。豁然开朗，醍醐灌顶。
短评,35295592,竹芋薯,2022-03-27 15:33:28,5,好温柔的教导，勤学不缀
短评,35295592,小特Rockwall,2022-03-27 16:56:32,5,故事浅显易懂，正能量满满，且道理很深刻。72小时内就要行动改变哦，我也创建了自己的梦想相册、成功日记，也提高了储蓄基金存款比例。现实中的困难比书中的故事要多得多，所以坚持更可贵。20220227@古北家
短评,35295592,陈树,2022-03-26 17:45:57,5,我心目中最佳理财入门书，一定程度上改变了我的理财观念。
短评,35295592,陆沉,2022-03-26 19:06:03,4,钱是中性的。看完立刻买了一支基金，最近一直在亏，但有一种迷之自信😎毫不焦虑。我在想也许这里的原则无法让我变得富有，但会让我变得更平和。
短评,35295592,小学问家,2022-03-27 20:24:45,5,非常适合投资入门的作品 能用一个童话故事剧情讲述理财 能让小孩都能读懂的理财书籍 实属很棒了
短评,35295592,再来一碗,2022-03-29 12:38:07,5,很不错的金融科普
短评,35295592,JuneFirst,2022-03-23 10:57:39,5,替我孩子看看！
短评,35295592,爱绘本的大胖星,2022-03-20 12:11:42,5,虽然是给小孩看的，但是30+的财务小白依然很受益啊！
短评,35295592,忍冬,2022-03-20 14:41:12,5,记成功日记，量化目标，执行力72小时法则，梦想可视化练习，做力所能及的事
短评,35295592,MRR,2022-03-20 20:33:44,5,通俗易懂；72小时法则
短评,35295592,海盐烤麦片,2022-03-20 13:44:24,5,再也没提到唱片
短评,35295592,尘游笑笑僧,2022-03-20 15:13:03,4,"读过的理财金融方面的书籍不算少，但是因为生性保守未敢于做太多的尝试。
《小狗钱钱》这本书更像是对理财概念的通俗讲解。基金更像是的对赌未来，可以尝试。 "
短评,35295592,夏小花的花,2022-03-20 22:21:50,4,春节囤货 很早就知道这本书应该早点看的 
短评,35295592,hellokik1,2022-03-19 17:39:59,4,要做的事72小时内请采取行动，将对未来的幻想可视化训练～（去年九月份读的了吧，那时候正刚离职待业在家）
短评,35295592,3399!!,2022-03-18 17:44:31,5,money come on
短评,35295592,-SOKA-,2022-03-18 17:50:43,4,确实通俗易懂，以后也可以给女儿看，希望她能帮我养只大鹅hhhhhh
短评,35295592,我变成了小狗,2022-03-09 18:08:35,5,说来好笑，一开始因为多抓鱼的安利冲动购买此书，后来因为基金狂跌心态崩了，才想着读这本理财书学习自救。没想到一拿起就放不下了。文笔非常通俗和流畅，虽然是儿童读物，但能感受到平等的交流，不仅有理财方法的科普，还有理财心态甚至人生成长的启发。最先冲击到我的一点就是我们总抱怨客观条件的不利，却看不到自己的懒惰和固步自封。如果上一代对我们的塑造已成定局，至少我们可以从现在开始改变自己，为下一代创造更好的环境，这不是比混吃等死坐以待毙更有成就感的事吗。
短评,35295592,胡萝伯爵,2022-03-09 21:36:29,4,浅读一下，不太适合我，因为我的财政问题主要是由生活费制度的软预算约束所引起的乱花钱现象。我需要的不是成功学，而是日子学。
短评,35295592,...know,2022-03-09 22:50:43,5,学会养鹅，学会写成功日记，克服自己的惰性，找到自己喜欢的事，然后努力去赚钱。
短评,35295592,wenniuwuren,2022-03-10 00:56:32,5,应该早点看到
短评,35295592,你的🥕掉了,2022-03-11 11:19:55,5,针不戳～
短评,35295592,三更有梦书当枕,2022-03-10 12:48:50,5,在上完有知有行的十八节投资课之后再看这本书简直更加通俗易懂了，学的知识也更牢固了。里面的理财知识非常简单明了，适合所有被金钱所困的人。
短评,35295592,不靠谱,2022-03-10 13:54:08,5,先从做开始吧。不要怕，不要连尝试都没尝试就放弃。开始养鹅理金蛋。
短评,35295592,何易子,2022-03-10 15:50:39,4,对待金钱的态度，甜甜圈的里和外，外在的金钱，内在的品格同样重要。
短评,35295592,喏.,2022-03-08 19:36:02,5,理财观念和习惯养成的入门书，浅显易懂但历久弥新。
短评,35295592,唐木,2021-10-16 14:32:39,4,本来读完不以为然，但是我彼学期确实在不委屈自己的情况下好好攒出了一笔钱…（不是玄学只是巧合
短评,35295592,原小宁,2022-03-10 23:01:46,0,我没有童心了竟然这样的童话故事都不喜欢。
短评,35295592,茲柏,2022-03-12 01:33:46,4,感谢王祺的推荐，不错。儿童版理财启蒙书。
短评,35295592,飞轩,2022-03-12 11:14:56,5,行胜于言，对待金钱的态度，我们要存钱，也要努力赚钱，更要学会理财，有财商，未来才能过上好日子。
短评,35295592,Noreli,2022-03-12 12:17:32,5,引人入胜的理财启蒙读物
短评,35295592,慢三秒～,2022-03-12 13:50:37,5,推荐人人都看看这本书，在我看了很多哲学知识，探索人生意义，并建立自己相对稳定的生活理念和价值体系后，看这本书的巨大意义在于让我更清晰地知道通往美好生活的具体路径
短评,35295592,和平小智,2022-02-11 18:05:21,4,道理很简单，补个课把这本书看完
短评,35295592,rudy,2022-02-12 11:14:14,5,推荐，在被抖音蛊惑了3年以后，第一本真正意义上完整读完的书，希望让我不要沉迷于短视频的瞬时反馈漩涡之中，让我能坚信长期阅读带来的力量！
短评,35295592,不告诉你,2022-02-12 20:45:01,5,不错不错，道理很浅显～很适合小朋友读（嘻嘻嘻我也是小朋友）
短评,35295592,Spring Mel,2022-02-13 00:53:42,0,又是一本二十年前的书，明确目标场景 做目标相册 成功日记 理财 小狗钱钱对你说
短评,35295592,Lisa,2022-02-14 00:33:54,5,今天在图书馆还书的时候看到别人放在自助借书处的，在地铁上看了一部分，睡前看完，颇有启发。
短评,35295592,Eureka,2022-02-14 17:50:07,3,童书……
短评,35295592,过路的,2022-02-11 14:33:52,4,相见恨晚，72小时法则，行动起来，让改变发生。
短评,35295592,快乐脚知道,2022-02-11 09:07:00,3,听书📝：持之以恒地养一只会下金蛋的鹅。
短评,35295592,猫眼看世界,2022-02-11 09:30:35,4,很适合孩子读的一本财商培养入门书籍。
短评,35295592,虫下鱼翅,2022-02-12 00:02:15,5,闻名已久。名副其实。
短评,35295592,三月🦊,2022-02-08 22:10:41,4,成功日记＆养鹅，如何培养自信，克服恐惧，分配财富
短评,35295592,小方悦读,2022-02-09 22:27:50,5,内容与形式都很赞！我打算1）写成功日记、2）重新规划现金投资比例、3）开始研究购买基金、4）思考增加收入来源的第二职业！而且，72小时内必须开始！
短评,35295592,林木木,2022-02-09 16:04:01,5,如同书中金先生，提供金融常识，不提供具体建议
短评,35295592,面筋,2022-02-14 15:18:26,5,通俗易懂，且令人思考。不要否定自己，放下思维固有模式，改变行为习惯，会有不一样。动起来比静止好。应该给我大侄女看一看
短评,35295592,Talk2xiaoya ,2022-02-14 23:22:16,5,"小狗钱钱和厌女都属于相见恨晚的书"
短评,35295592,小猴子练S,2022-03-19 06:53:10,5,简单又实用的理财入门！还带了一部分心灵指引👍
短评,35295592,疯蓝,2022-03-18 18:42:44,5,要是小时候读到这本书就好了 那时候可以把日常花销压缩到10% 成年以后大概50%都要用来日常花销 但好在梦想基金和鹅成了一个
短评,35295592,没事多吃西红柿,2022-03-19 13:56:32,5,寓教于乐，故事这种形式真的好棒
短评,35295592,第ͯ三ͯ只ͯ蚂ͯ蚁ͯ²,2022-03-19 23:40:08,4,故事拙劣，道理浅显易懂。
短评,35295592,小小人类（铁链,2022-03-21 09:47:05,5,我应该在10几岁看这本书的
短评,35295592,基甸的幻想。,2022-03-17 23:48:29,5,我也开始写我的成功日记了。
短评,35295592,zzz～,2022-03-21 13:43:35,5,自信和行动尤为重要，知道没用，行动才是关键，而行动需要相信自己能做到，建立自信是首要。
短评,35295592,大头针00,2022-03-18 23:47:11,5,养大鹅：“挣来的钱一分为三，其中50%用于养鹅，40%用于实现中短期目标，10%用于零花钱。”
短评,35295592,龚远游紫,2022-03-17 22:05:07,5,"一本大道至简书，关于投资理财的几条金科玉律，都在小女孩吉娅的奇遇故事里。

在市场动荡的当下，读得异常畅快。极力推荐家长买给孩子阅读，如果小时候有人试着建立我的金钱意识，我会好开心。

正如书中所说，不要出于忧虑将孩子们牢牢禁锢于温和无害的游戏之中，而现在，是时候努力重构“劳动”这一概念了。

作为成年人，除了复习投资的基本原则，也被一些为人处世的话语打动。尤其是这句：不要为已失去的东西悲叹，而要对你曾经拥有它的时光心存感激。"
短评,35295592,idiotSnake,2022-02-19 01:39:38,5,4.5星。逗笑、启蒙了小孩，触动、振奋了大人，就是本书最大价值所在
短评,35295592,secret,2022-02-07 23:13:32,5,培养理财理念的入门书，大道至简。
短评,35295592,饭饭饭吃不饱,2022-02-13 14:01:31,5,如何看待钱，更是如何看待这个世界，如何存钱，更是如何让自己变得更好，不要为失去的东西而忧伤，而要对拥有它的时光心存感激
短评,35295592,树摇风,2022-02-21 22:15:21,5,成功日记和72小时法则很棒！
短评,35295592,Bryson,2022-02-09 22:44:46,5,9/超棒的给儿童看的理财书 同样对成年人有帮助！72小时理论 养鹅 等等
短评,35295592,瓦妮莎,2022-02-17 20:44:40,5,"孩子读了，对钱有了点朦胧的意识。我也跟着看了。很棒！

2022.1.17读完。"
短评,35295592,Phosphor,2022-02-17 17:27:40,5,大人读了也很受益！
短评,35295592,free,2022-02-17 18:37:36,4,50的鹅，40的梦想储钱罐，10的零钱，从此刻开始行动吧！
短评,35295592,匕禾页www,2022-02-17 20:41:41,5,通俗易懂 不仅是理财的哲学 也是一种理性的生活观
短评,35295592,三月,2022-02-17 14:35:51,5,"2022年第6本书，共读会第4本书；说实话，共读会推荐这本书有点出乎我的意料。不过想了想，也能理解。这本书虽然印象中是写给孩子的，但口碑一直很好，也算是理财启蒙里非常经典的著作。
可读性很强，我原本一周内看完，每天看5章的，没想到第一天晚上就没收住，一口气全部看完了。情节虽然很简单，但透着“大道至简”的智慧。
对我的价值在于两点 1）重温了理财的基本思维，有些概念虽然简单，但实践起来可不一定能坚持；2）给了我一些培养孩子财商的思路，书中的一些方法，很容易让孩子上手。"
短评,35295592,~小p,2022-02-17 10:27:26,5,都应该读读，很通透的理论
短评,35295592,LYJ,2022-02-16 18:09:28,5,做了许多笔记，女孩子的成长！
短评,35295592,半罐闲,2022-02-16 19:30:39,5,啊 如果早一点读到这本书就好了
短评,35295592,勇敢公主莉莉丝,2022-02-16 21:20:56,5,相看恨晚！！！年少无知的时候好像看过杨绛还是巴金推荐这本书，导致我望文生义以为这是他们写的一本关于小狗的书✍
短评,35295592,Bayesa,2022-02-16 21:31:15,5,讲人话入门理财书，10%日利 40%梦想储存（这部分怎么打理呢？） 50%investment
短评,35295592,Bunnypeppy,2022-02-16 23:19:01,4,越是简单的道理，执行起来越困难。是可以列入《如果我有小孩我想推荐ta读什么》书单的书。
短评,35295592,晴子,2022-02-17 00:39:04,5,真是一本不错的读物 很想给弟弟妹妹看 更想以后给自己娃看的书 也想马上行动起来 学习理财
短评,35295592,TJFromHesper,2022-02-09 01:52:45,5,想到我花了980元报班的到的信息都没小狗钱钱给我的信息多和好用，我就无语了
短评,35295592,Remedioslabela,2022-02-22 16:40:14,5,虽然是一些浅显的道理，但是要付出行动又不容易，还是有收获的，现在就要从0开始赚钱。✊想起来去年突然有强烈的赚钱念头是在确实有了目标之后，感到自己的无力，就积极拓展赚钱渠道了。最近是真的又忙又穷，看看这本书，至少知道努力的方向了
短评,35295592,夏维克 Vic.,2022-02-19 14:33:11,4,我对理财一无所知啊…像孩子一样学习。还好记录手帐的这几年有或多或少的变化 真的可以增加信心 为了目标而努力 其实道理都是相通的 重在坚持
短评,35295592,是小雨啊,2022-02-19 15:40:27,4,一定要赶紧养鹅！
短评,35295592,邱小寒,2022-02-19 16:34:07,5,希望早20年读这本书 哈哈
短评,35295592,差点没头的尼克O,2022-02-20 20:39:29,5,很棒的书，用简单易懂的故事来讲怎么理财，能开拓思路。
短评,35295592,西瓜君,2022-02-20 21:30:05,4,"朋友强推的情况下买回来准备看看的，结果一个多小时就看完了。成功日记跟自己每天手帐的记录开心挺相似。
"
短评,35295592,再生花,2022-02-13 14:15:38,5,陪女儿读书18 是一本不错的讲金钱的书。值得孩子和家长一起看。
短评,35295592,韭菜选手,2022-02-13 15:00:20,5,很好的理财入门书籍，改变了我对理财的无知认知。
短评,35295592,千千晚星.,2022-02-13 17:59:25,4,不错 理财入门
短评,35295592,七秒记忆の猴纸,2022-02-13 21:25:51,4,“幸运是充分准备加上努力的工作结果”我要努力养鹅下金蛋💪🏻
