type,book_id,user,time,rating,content
短评,36249786,鸡狗腿子,2023-04-22 11:09:39,4,"可以说是受过的最惊喜的欺诈了…看封面和介绍还以为是非常苦闷的作品，最近看的相关的女性题材小说都让人很难不皱着眉头读完，但这本小说做到了！！轻盈有趣，琐碎可爱，看到第四篇就忍不住给朋友发消息惊呼“好有意思”～什么时候这种不故作苦大仇深、不刻意渲染悲伤的写作已经这么罕见了呢？
（好喜欢幸福饼干耳朵，在做爱的时候咬掉爱人不同口味的耳朵，真的很怪又很温暖诶）"
短评,36249786,清凉,2023-04-22 23:50:27,5,在郑世朗的短篇小说《众所周知，隐热》里虚构了历史人物：隐热，是一个女侠盗，如果让全智贤演会很有感觉吧，看小说过瘾之处在于，可以在不同的人物世界里体会不同的角色，就像身处游戏世界里一样，在可爱又想象力饱满的文字里看到了作者古道热肠的文心。
短评,36249786,恶鸟,2023-04-21 09:20:32,4,第一篇完全可以再拓展成长篇
短评,36249786,把味,2023-04-22 16:22:14,3,要是把金爱烂李沧东当成一种标准的话，这本确实没有预期的好看。
短评,36249786,阿宙,2023-04-23 14:41:31,4,"“女性和男性是一个应该从双重束缚中共同得到解放的联盟体”。
婚纱44里第18位新娘的故事看的鼻子一酸。
书展上的编辑小姐姐说郑世朗是她们近期发现的最令人惊喜的一位作家，确实如此。"
短评,36249786,天凉气清,2023-05-03 23:06:38,4,你的耳朵什么味道呀
短评,36249786,烨伊,2023-05-06 14:17:12,4,之前报过的书 文字很素净 拿到就翻开婚纱44看完 仿佛每句话都是一个画面。
短评,36249786,虚无野种,2023-05-04 22:01:57,4,韩国女作家写的越来越锋利了，都是非常现实的东亚社会现象，带给我们反思。
短评,36249786,咔咔🎣,2023-05-05 23:40:28,4,近期大爱，市面上难得的能用轻松诙谐又带有奇妙幻想力的方式，把东亚女性面临的问题写得如此透彻的女性小说了！
短评,36249786,LITCAVE STUDIO,2023-04-24 11:25:25,4,这部小说集中还有很多值得探讨的细节，尽管谈到了许多沉重的话题，但作者很重要的一个观点是：试着不要沉溺在自己绝望的泥潭里，相信同类的存在，回应善意的关切。
短评,36249786,pupu,2023-04-25 16:31:00,4,2023第27本 一本有点惊喜的短篇集 故事都挺有意思的 不要被宣传语吓到 以为是一本沉重的集子 其实是一个融合了女性主义、奇幻、幻想、现实于一体的一本书
短评,36249786,jiujiushaonv,2023-04-26 23:52:08,4,最喜欢孝尽、屋顶见和宝妮，熟悉的郑世朗的想象力和观察力，很喜欢！
短评,36249786,猫爱秋刀鱼,2023-04-27 00:19:55,5,会有这种情况：是或不是这个作家的文字一眼就能分辨出来。对我来说郑世朗的文字就是这样充满魔力的文字。她说她的故事灵感来源于可爱又充满苦涩幽默的朋友，而这也是我阅读她文字的感受，她充分地将这种特质通过文字展现了出来。在做书集市看见这本书的时候，开始以为会是很沉郁的文字，因此望而却步，但是听见编辑跟别人推荐时说她有一个朋友说：“这本书就像是一袋各种颜色的酸味橡皮糖。”我一下被击中，读完之后更是觉得这个比喻十分贴切，的的确确是酸也有，甜也有，趣味也有。最喜欢的是《众所周知，隐热》《屋顶见》《孝尽》和《离婚甩卖》四篇，因为在里面探索到了一些特别美的东西，像是潜水的时候看见五彩斑斓的珊瑚。
短评,36249786,伊夏🎐,2023-04-16 14:45:11,4,《婚纱44》真的很精彩，从形式到内容都适合这个世代。这篇完全可以让所有女性加入写起来，婚纱440，婚纱4400……
短评,36249786,吉普赛赛,2023-04-16 23:06:15,5,真喜欢！读到最后一句“我们会永远心心相印”时感觉交到了一个新朋友。清丽，疏朗，一种透明色的幽默。是那种“要是自己也能写就好了”的小说。唯一就是读伊玛与沙的时候很走神，结果看到后记这个故事的创意是前辈赠送的“礼物”。不搭不搭。果然还是要写自己脑子的东西才行啊。
短评,36249786,missing,2023-04-28 00:13:20,5,“男性与女性同样受困于父权制社会，但和女性不同的是，他们比女性还多了受惠这一层面，所以对于很多事情反应迟钝其实来源于他们的性别特权”“女性和男性应该是从双重束缚中共同得到解放的联盟体”（最喜欢《婚纱44》《离婚甩卖》和《幸福饼干耳朵》）
短评,36249786,亦非,2023-05-08 13:32:26,5,确实不常看韩国小说，上一本大概还是金智英。这个短篇集读下来，第一反应是和沈大成有点像？但又不一样，不在小行星上，更接近地面。“我是不是有善于逃跑的能力？每个人生来擅长的事情都有所不同，对我来说就是逃走……在状况变糟之前、受伤之前、事情不可收拾之前逃走。”
短评,36249786,靳十三,2023-05-09 08:48:15,5,只有女人才能感受到的事情，太多了
短评,36249786,Root423,2023-05-09 11:00:16,3,"4月补标
又是掀开创伤"
短评,36249786,FernHill,2023-05-14 20:05:57,4,明显能感觉得到这是为年轻人写的书，是“新”的，很幽默的，作者好像在把那些压迫性的东西指出来给你看，然后她拍拍手潇洒转身，走向了另一个世界。
短评,36249786,Constantine,2023-04-19 11:25:10,4,很有趣的
短评,36249786,阿梦,2023-04-18 08:21:49,3,郑世朗的作品给我主题先行，内容跟不上构想的感觉。这或许跟她笔下的人物多有留学经验相关，留学或因留学移民的人日子过得再苦再穷，终究是有机会走出去并因此翻身的幸运儿，郑世朗欠缺将不熟悉留学生活的人拉近留学人士处境的能力。读她的故事像是用两指捏着饼干，她的用心具体可见，她的妙处像是饼干渣细细碎碎的。她对性别议题的处理，不管是现实体裁的直给，还是幻想体裁的隐喻，像是有人在小声的嘟囔，不够力度、不够清晰。
短评,36249786,张震老婆（V）,2023-04-17 18:38:13,4,非常聪明、有趣、轻灵、新鲜的短篇小说，性别议题、社会系统性问题原来也可以用这样举重若轻的方式来介入和表达，给我很多启发。
短评,36249786,柯里昂妮,2023-04-19 18:54:41,4,“孝”不仅仅是作为东亚儒家文化圈熏陶下的家庭伦理与道德的评价尺度，更是与父权社会下对“男性统治女性”这一男权文化紧密联系在一起。或许有读者会指责作者的文字过于琐碎、叙事过于轻佻，而这正是郑世朗写作的重要性，赋予“平凡琐事的巨大回响”，这种“琐碎”正是女性所遭受的困境写照，她们不被鼓励去探索世界，而是被要求做一个妻子、母亲，被困于琐碎的日常，正是女性这种被迫向内的生活转向，构成了郑世朗写作的重要性。9部短篇，包含着女性最危险也最诱惑的生活想象——家庭、婚姻与女性自我，它是《婚纱44》中的婚姻底色，是《孝尽》中自我赋予的自由，是《永远77码》里则是带有反叛意味的女吸血鬼“噬男”，是《众所周知，隐热》中在虚构与非虚构中书写女性的历史…她们迥异的遭遇，却述说着同样的语言“我并非勇敢，只是没有退路”。
短评,36249786,YSNF,2023-05-30 15:01:04,0,看完最后的书评和作者语，才算真的读完。
短评,36249786,像玉的石头,2023-07-03 23:26:43,0,几篇幻想性的作品还颇有趣。
短评,36249786,花猫谢恭霓,2023-07-10 06:10:25,1,是的就这个作者，她策划了一本科幻合集，明目张胆把西藏地区和中国、台湾地区、香港特别行政区、日本等并列在了一起，尤其在“拉先加”的作品标题后面，清清楚楚写了“西藏”，但“郝景芳”后面跟的是“中国”而不是“北京”。别说你策划人不知情，你就是心存恶意。此作者见一次我说一次。
短评,36249786,施祭柔,2023-07-11 17:11:42,5,"五一带回家的书，忙中偷闲读完啦：这本书是韩国作家郑世朗写的，描写了许多女性人生的片段，也有一些是爱情故事，让我想起张天翼，两个人确实文风有些相似。
韩国最近出现了很多不错的作家，关注女性的处境。真是不错呀："
短评,36249786,sixi,2023-06-18 22:16:15,4,在图书馆的角落里发现的书，书名马上勾起了我的兴趣，是东亚女性一下子就能体认的微妙感觉让我借了这本书，并且九篇很快就读完了。
短评,36249786,连木木,2023-07-14 14:28:31,4,最后点评把我想没想到的都总结了，比如“问题的关键是如何拥有制度。制度不是给予的而是创造的...”“关键在于你把生活的权重置于何处，这因人而异”“主人公被设定为比谁都坚强的女子，正是对韩国女性安危现状的诘问”......郑世朗采用多种方式编织故事，有日常也有魔幻，无论哪种都让议题极容易得到理解——我特别喜欢魔幻的两个，《屋顶见》中由《闺中女子秘书》召唤出来的魔物能吸食人类绝望，“我”也意识到可以屋顶见，但是完全没必要往下跳；还有《永远77码》的“我”变成了吸血鬼后，初次尝试人血和真的吸食人血（部位瞩目），还有类似于冻柿饼这样的细节，都让我想认真点赞......另外，因为感觉韩国人蛮排外的，所以个别异域视角还蛮独特；以及，整本书读下来感觉《从诗善开始》好不少，可能因为短篇集可以更合理平摊议题。
短评,36249786,ウミ,2023-07-12 00:17:00,5,4.5
短评,36249786,山海,2023-07-06 19:42:30,3,长板和短板都很明显。《孝尽》《婚纱44》《离婚甩卖》三篇侧重女性心理描写，举重若轻不落窠臼。《宝妮》正切合当下东亚社会过度内卷之现状。同样写多元文化共融，《众所周知，隐热》《伊玛与沙》缺乏一定的史学素养，《幸福饼干耳朵》只见灵巧不见深刻。《屋顶见》《永远77码》两篇则全然以男凝视角，将女性苦难奇情化、妖魔化。
短评,36249786,绫野蓝,2023-07-07 17:26:29,4,短篇集，挺喜欢的，《孝尽》里的孝尽，简直让东亚女狠狠共情了，孝是孝顺的孝，尽是倾尽全力的尽，在韩国据说也非常常见的一个名字，这篇写得是她的逃离，离开想困住她的家庭；《婚纱44》这篇很不像小说，却是我最喜欢的一篇，由一件婚纱，引出44段与穿这件婚纱的人有关的故事，她们正在走入婚姻，各种模式，最后的那一段是一群高中生，她们穿着拍写真，有点妙；《离婚甩卖》这篇也是，展现了各种女性的命运，结婚或单身；《屋顶见》有点讽刺，做法召唤丈夫，结果召唤了一个怪物，哈哈。总体还挺有意思。
短评,36249786,rhombussss,2023-07-09 11:22:12,4,"有时候我不是很喜欢微小与宏大、平凡与不凡此类的划分，生活琐事是最重要的最值得关切的，它是构成我们生命最坚实可靠的东西，越多的人与此产生共情，就能发出越大的回响。当郑世朗在后记里像清点珍视之物般细数出这篇的a人物原型是谁，那篇的b人物取自哪个朋友时，让我觉得那么触手可及。尤其宝妮里对猝死的描写，被淘汰的姐姐是人类这个物种悄悄舍弃的一部分吗，“就像蜗牛把津液留在身后那样”，进到姐姐的房间总是闻到眼泪的味道，“是带着微弱的、痛苦的动物性咸味”。
“幻想的是政治的”，很喜欢中间这三篇现代志怪，还有宝妮和离婚甩卖两篇，悲伤的猝死.net和饱含巨大心意的酱菜石。不要久久地站在屋顶，不要夜半无意识地咬紧牙关，但愿真的有召唤出来的“丈夫”替我们吸走绝望，但愿我们真的成为不吃柿饼就好的不死之物。"
短评,36249786,很多块乐,2023-07-02 21:42:19,5,基本上每一篇都喜欢！
短评,36249786,冬天的ice,2023-05-31 16:44:39,4,能让东亚女性有共鸣的人生困局，尤其喜欢《婚纱》那篇，实实在在的道出了一些本质；不过作者还是有温情的，有些科幻脑洞还蛮有趣
短评,36249786,♬ CaR,2023-05-29 10:33:31,4,这本书虽然在写沉重的社会现实和女性困境，但语气和写法上非常轻快，切入角度也都很有趣，比如第一篇是从历史中的人物故事出发，跨国海盗团体的少女首领与现实中的跨国乐队遥相呼应；有的是以一件租用的婚纱作为一个恒定的视角，来写穿过这条婚纱的44位女性的故事。但正因为写得轻快自然，才让其中暴露的女性困境更直白，仿佛处处可见。
短评,36249786,一条鲮鱼,2023-06-01 22:22:21,5,"md好会写＃采访"
短评,36249786,MaY°玫,2023-06-02 06:05:35,4,成熟又充满想象力的短篇文学作品合集，每篇的风格都有差异，作者居然都能写，惊喜。
短评,36249786,雪之竹,2023-05-20 20:45:54,4,最喜欢《宝妮》，淡淡的故事里有清冷的诗意、静静的哲思、轻轻的哀伤。读完第一次，又读了第二次，这篇短篇小说勾起我的一些回忆……世事无常啊，珍惜当下。
短评,36249786,W,2023-05-23 21:35:44,4,第一次读郑世朗。她的故事生动活泼，东亚的社会现实在日常化的叙述中被轻松讲述出来。《孝尽》是我个人最喜欢的一篇，以好友聊天的形式说出了孝尽本人遭遇的一些女性特有处境：父亲认为她不需要去首尔读书，哥哥才需要；分手之后被前男友把个人信息发到网上，受尽羞辱；逃到日本之后只能在银座商店里打工为生……但孝尽述说这一切的时候，并没有任何苦大仇深。她说自己只能逃离，不敢留下来战斗，但这又何尝不是另一种勇敢？其次喜欢《婚纱44》，然后是《宝妮》《众所周知，隐热》《永远 77 码》《幸福饼干耳朵》。
短评,36249786,波底蝶,2023-05-15 18:59:50,4,原来是女性作家，难怪写婚姻几篇特别好。有几篇幻想元素的没太读懂。
短评,36249786,momo,2023-05-08 23:16:14,0,在诚品读完大半，怪可爱的小故事。最爱婚纱44，是呀，结婚又累人又土气，而且讨厌的亲戚还增加了一倍。第26和36个分别关于男女力量以及父权制的小故事格外喜欢。再有就是有阿根和中国男友的那篇，以及屋顶见，也印象深刻。
短评,36249786,明けない夜,2023-05-13 23:09:50,4,喜欢《孝尽》和《屋顶见》。有一个可以聊长通话的朋友和一个可以无限吸食绝望的伴侣，人生就不会有烦恼了吧。
短评,36249786,蕊内mojojo,2023-05-14 10:33:47,4,吸血鬼那篇有点金基德那味儿了！！interesting👍👍希望我们都不再受困于女人味和男子气
短评,36249786,羊角蜜,2023-05-11 21:59:45,5,无限灵气！
短评,36249786,海鹰,2023-05-20 08:36:22,4,女性主义视角的短篇小说集。作者想象力丰富的同时，又格外关注现实，文本在轻松易懂中渗透大量隐喻和反讽，让人读后颇有回味。
短评,36249786,cyberwt,2023-05-29 14:24:43,4,是可爱琐碎的故事。语带幽默，几个短篇都是以温和的第三视角的论调平静地揭示了放毒的婚姻与解毒的离婚。幻想篇都很奇妙，也都挺i男。并不是我所期望的激烈批判或痛快揭示的观点之书。
短评,36249786,kido🖖🏻,2023-05-24 11:37:52,4,将爱情、婚姻、家庭，细腻地混合进小说里，同为东亚女性的我虽然不曾经历这些，但依然能产生深深共鸣。整体文风也很轻松诙谐，一口气读下来如行云流水。
短评,36249786,Green Bin,2023-05-24 13:00:43,4,好怪我好爱!
短评,36249786,阿殍,2023-05-25 23:55:18,5,太喜欢了，离婚甩卖像是活泼的卡佛
短评,36249786,再睡一夏张佳乐,2023-08-16 17:57:38,4,就看了孝尽一篇，打电话体？概括的说了很多韩国女性性别歧视的问题，但是很温和，但是又很勇敢的逃跑咯，像是很多人会做的更多一点的选择
短评,36249786,皇冠味调料,2023-08-19 01:19:12,5,姐姐也太会写了，最喜欢幸福耳朵饼干
短评,36249786,下水道的宇航员,2023-08-26 14:36:13,5,喜欢这种文字调性，是写给自己的文字，有点自言自语，完全不像是要写给读者和别人阅读的。私人感很强，读者由此可以进入作者的身体内部。
短评,36249786,考特库,2023-05-19 09:14:06,4,读之前以为是东亚女性苦闷底层生活侧写，翻开之后发现很有趣味，也不仅仅是女性话题的写作。尤其喜欢轻幻想色彩那几篇，《幸福饼干耳朵》《屋顶上》《永远77码》，非常浪漫。
短评,36249786,老海豹,2023-09-18 02:16:25,3,像是那不知道从哪里学来的创意写作……但行文的幽默感倒是特别特别好，最喜欢《宝妮》，在处理亲人死亡这种故事的叙事上能看出作者的冷静和诚意
短评,36249786,everydaysad,2023-09-16 17:27:08,5,"想找个没人的地方大哭
痛苦被理解的感觉"
短评,36249786,二律背反,2023-09-16 16:19:30,3,【茑屋书店】很一般，只有《孝尽》《婚纱44》还行。后者的拼盘大杂烩写法很无趣，44实在是太多了。
短评,36249786,冰糖葫芦娃,2023-09-20 22:20:18,3,第一篇留着一直没看。今天去南博参加活动，回家打开这本书，竟然写到了江苏省南京市南京博物院，还有乐队键盘手+成为历史学者。很奇妙！
短评,36249786,我爱吃鸡爪,2023-06-29 14:27:22,1,“孝顺的孝，倾尽全力的尽”。我只看了《孝尽》篇，以为这本书是反孝的，结果证明宣传是UC震惊部的。如果我是花自己的钱而不是图书馆的钱买了这本书，我一定会骂死它。
短评,36249786,iptpikyduye,2023-06-23 15:28:36,0,屋顶见最后留下的那封信，写得太好了
短评,36249786,AKB48-金秋天,2023-06-23 15:51:21,5,你知道在异常焦虑、阴雨连绵的日子里读到这一爿闪着微光又落下阴翳的文字有多么舒服吗？关于平凡琐事破碎后又重构时发出的巨大回响。
短评,36249786,依然是瓜皮少女,2023-06-23 08:47:48,3,真的对韩国文学感到疲惫了，这本书让我回忆起初中刚接触的韩国文学作品，可以说给我的感觉是没有变化。甚至不能留下什么能主动回忆起的精彩瞬间，没有新意，无法超过十几年前的印象真的会失望。
短评,36249786,酒森,2023-06-26 16:56:13,4,幸福饼干耳朵+宝妮
短评,36249786,到底谁是江湖骗子,2023-07-26 21:22:25,3,3.5吧，韩国文学读多了感觉有点免疫了。文末韩国文学评论家给的文学点评《平凡琐事的巨大回响》写得太好了。个人最喜欢《众所周知，隐热》和《宝妮》两篇。
短评,36249786,互联网高等游民,2023-08-03 22:13:09,4,“我本以为，结婚是可以一直持有的不动产，但其实只是用无法承受的价格买下一套房子，两个人一起还债罢了。”
短评,36249786,夭爾捌,2023-08-04 00:12:21,3,"没有预想中好看，但也是很不一样的阅读体验。
《婚后44》那篇印象深刻，每个新娘的故事都好有画面感，像是看着一个又一个女孩蹦蹦跳跳走入囚笼，大概有过挣扎，但总觉得自己会是“幸运的那个”。
最喜欢《屋顶见》，看到结尾被狠狠戳中泪点：你一定能理解，所有的爱情故事都与绝望有关。
怅然又迷惘，沉重找不到出口，我们各有各的苦楚眼泪，只能抱着微妙希望，寻找同类。"
短评,36249786,信然,2023-06-11 15:43:08,4,"“女子看了眼日历。漏水的熨斗多像人生，就算标签上写着，本人生已通过防泪水测试，还是一样会流泪。”

——挺不错的。整个东亚社会的民情世事都太相似了。最喜欢头三篇，都很好。“孝尽”和“招娣”一样，各有各的屈辱，各有各的心酸，但相同的，都是女性地位的低下。"
短评,36249786,Pam,2023-06-10 08:52:47,4,婚纱好看，尤其是热烈的喜欢的变成了厌恶的难受的，收尾却是另一种憧憬。就像成年世界的规训，好像只在未曾抵达的人眼中是一种神秘。
短评,36249786,眠猫neko,2023-06-13 09:34:05,4,近期很爱这种善于反思的民族的文学，他们一直在说生生生，生孩子吧，生三胎吧。但是他们真的知道女孩不愿再生孩子，甚至不愿意开始一段婚姻的真正原因吗？女性比男性更可悲的，不在于少了一根阴茎，而在于多了一个子宫。这就是女人的原罪。
短评,36249786,一去二三里,2023-06-19 21:58:42,4,轻盈的文笔下是直面女性生活的龃龉——家庭、婚姻和自我，如何才能不被琐碎的生活蚕食，突然壁垒与偏见，书每一个故事都是女性的过去和现在，也拼凑出可以想象的未来，当剥开外层甜蜜的外衣，可以尝到隐隐苦涩，也让女性的困境更加直白。
短评,36249786,静悄悄,2023-06-20 23:58:07,2,每一篇都摸不着头脑
短评,36249786,白学家,2023-09-23 22:50:08,3,"“孝尽”是比“招*娣”更直白的名字，含义不言自明。
“我理性，所以我抑郁。你理解不了。”"
短评,36249786,陆地上的晕船病,2023-09-27 22:18:14,3,读过后最打动我的是那个低落时在异国他乡默默看熊猫视频的中国人。文字有点像白开水，读多了有些无聊。我想我还是更喜欢金爱烂。
短评,36249786,宇宙碎片7号,2023-08-12 21:25:48,5,非常非常非常喜欢郑世朗！
短评,36249786,士多啤梨,2023-09-06 20:46:22,4,婚纱44是印象最为深刻的一篇，尽管这样的写法不一定会被公认为小说。
短评,36249786,食菠萝,2023-04-22 21:45:11,4,题目和推荐语造成一个预期，以为是另一本金智英，没想到挺多元挺好玩的，第一篇隐热就不错，那个一高潮就咔咔把男朋友耳朵吃掉还有77码都很带感啊哈哈哈~~
短评,36249786,zwhy0304,2023-07-30 20:27:07,4,看书名以为会是一本很沉重的书，然而并不是，《永远78码》和《屋顶见》非常脑洞大开，《幸福饼干耳朵》也很有趣，而同名的《孝尽》是关于逃离的故事，最喜欢《婚纱44》。
短评,36249786,龍川白,2023-08-26 16:15:35,5,残雪的短篇小说里梦一般的场景，黄丽群文字下的敏锐洞察力，能把这两者结合在一起的女性写作故事，好喜欢，郑世朗真是拥有让人开心的文字魔法啊。
短评,36249786,闻夕felicity,2023-04-15 10:23:35,4,郑世朗有独特的风格：基于“平凡琐事”里的微小细节来反思女性在东亚财团控制的男权社会双重压迫的“巨大回响”、但在表达上却脱离了沉重的调子，用科幻/奇幻等漫画式的笔触调出清新有趣的风格，保持着郑世朗独特的幽默感，同时始终坚持着女性主义历史学者对微历史和宏达叙述的毒辣眼光。我非常喜欢郑世朗略带黑色的幽默感，这是90年代左右生人特别能互相识别和共鸣的特质。我也很喜欢她用很后现代的态度看似调侃却认真讨论着现代性里的女性问题。比如《离婚甩卖》里把离婚变成一场甩卖，又比如《永远 77 码》里的女吸血鬼在被喜欢的男生要求KJ的时候从丁丁把他吸成了人干。
短评,36249786,Hailey,2023-09-13 14:58:08,4,作者明明写出韩国女性的沉重，读后却让人生发出力量。 真实虽然残酷，直面却有治愈的能量。 韩国文学已是世界文学瞩目的一部分
短评,36249786,任丘,2023-10-03 09:52:24,3,"想象力很丰富的短篇小说集，文字间透露着一股辛酸的幽默，用超现实的桥段来消解现实的不堪，喜欢《幸福饼干耳朵》《屋顶见》《永远77码》《离婚甩卖》这几篇。
"
短评,36249786,北河沿井斯塔,2023-10-04 00:29:38,4,看起来充满幻想写得轻飘飘，其实细节处处体现现代东亚女性的无奈和悲哀……我特别喜欢最后一篇小食国和大食国因料理观念引发的战争，只有可爱的女孩子才能写出这种可爱的小说！
短评,36249786,西瓜小太萌,2023-07-17 22:11:40,5,【2023.69】救命，太完美了，我想给六颗星。第一次看到能把女性友谊写得如此自然和温暖的作品。零雌竞，零竞争，零暧昧。海面上我们是巨浪滔天中的孤岛，但海面下我们的根系相连，彼此守望相助。
短评,36249786,溪诚,2023-07-17 08:30:40,4,比我想的要乐观和轻盈一些的小说，我原以为是一个写东亚家庭中孝道问题的沉重窒息令人发疯的小说呢，但其实是在女性视角的底色下说了很多日常的反抗故事、无奈故事，包括对婚姻的幻灭，和对关系的抵抗，对下坠的逃避……和其他很多韩国作者一样，有些故事带有奇幻的元素，因为现实无法给予出口，我们也想象不到出口，所以给的路径看起来都像是科幻。后记的评论写得很好，重新帮我们厘清了这本小说集的种种脉络。
短评,36249786,冬至,2023-07-29 23:14:18,4,主题虽是相对沉重，但写作风格是轻盈的，甚至有漫不经心和懒散之感。说说印象深的几篇：《孝尽》是主流写法，比较扎实；《婚纱44》穿针引线，也像缝制出的一件寿命已尽的文字婚纱；《永远77码》和《幸福饼干耳朵》是都市幻想故事，是蛮新奇的，不过这种写法适合精简地写，铺陈太开容易涣散。
短评,36249786,Delicious Drop,2023-08-11 22:01:02,3,前半现实主义，后半竟然是狂想曲？屋顶见，姐妹。柿饼是不死之物！哈哈哈哈。
短评,36249786,彤彤彤zzz333,2023-07-16 00:55:00,4,为了肌肤和肌肤间的温度
