type,book_id,user,time,rating,content,book name,sentiment
短评,1028842,Brenda,2009-05-10 16:33:34,5,好书，入门好选择，经济学也可以有意思,经济学原理（上下）,1.0
短评,1028842,Miss power,2009-08-22 03:00:32,0,简单，但清晰。入门级读物~,经济学原理（上下）,
短评,1028842,私享史,2009-12-01 00:15:27,5,其实还没看完...有时间了再找新版来读。,经济学原理（上下）,1.0
短评,1028842,Ashely,2012-12-28 19:10:19,4,大学时候读过的，已忘记得差不多了，需要重读一遍,经济学原理（上下）,1.0
短评,1028842,辄馨,2014-01-13 10:30:27,0,可参考的公式太少,经济学原理（上下）,
短评,1028842,蝉,2013-12-25 12:59:09,0,": 	
F0/6467-2#1",经济学原理（上下）,
短评,1028842,小K童鞋,2009-02-26 17:42:28,5,经济学蛮有意思的,经济学原理（上下）,1.0
短评,1028842,阿咪老师Ami,2010-08-16 23:44:42,0,曼昆V5.！！！,经济学原理（上下）,
短评,1028842,Spike,2012-04-20 15:44:36,5,basic,经济学原理（上下）,1.0
短评,1028842,熏田Ray,2010-12-26 20:17:40,5,有趣的教科书，经济学即生活。,经济学原理（上下）,1.0
短评,1028842,交易者卓远,2012-03-31 07:19:51,5,通俗易懂,经济学原理（上下）,1.0
短评,1028842,ys,2007-12-11 15:26:47,5,终于终于解决了，，，,经济学原理（上下）,1.0
短评,1028842,Asuraa,2010-08-02 11:26:58,5,入门读物。,经济学原理（上下）,1.0
短评,1028842,天亮天黑,2012-03-21 23:03:47,5,这不是教材么，《寡头》那节课没听,经济学原理（上下）,1.0
短评,1028842,晓畅,2021-08-26 09:41:43,5,从教材的角度看，曼昆算是很会写的。,经济学原理（上下）,1.0
短评,1028842,[已注销],2011-08-04 23:52:45,5,曼昆的书我就不多说了,经济学原理（上下）,1.0
短评,1028842,已注销,2018-10-30 12:22:16,5,很有趣的书，算是经济学的入门教材。,经济学原理（上下）,1.0
短评,1028842,Huan,2008-03-23 11:56:26,0,能够把教科书写的像畅销书一样，十分厉害！,经济学原理（上下）,
短评,1028842,红石,2008-12-26 00:46:33,4,启蒙,经济学原理（上下）,1.0
短评,1028842,五星集中营,2009-03-11 09:10:09,5,|1207:623|,经济学原理（上下）,1.0
短评,1028842,godeau,2011-12-31 23:24:21,3,一般般啦,经济学原理（上下）,0.0
短评,1028842,Sofie,2015-10-14 23:01:57,0,刘琨,经济学原理（上下）,
短评,1028842,元気少女俊一基,2013-07-02 04:38:02,4,",,,,上课用书",经济学原理（上下）,1.0
短评,1028842,旺仔小馒头,2011-02-23 17:11:55,5,是我第一本启蒙之术啊。,经济学原理（上下）,1.0
短评,1028842,bs,2012-01-11 17:21:49,4,我总觉得，如果是在入门时就读这本书，是非常有效的。但如果入门时看的是高鸿业，再看此书，非常痛苦。。。,经济学原理（上下）,1.0
短评,1028842,山上 橘子,2008-05-10 13:19:35,5,超喜欢,经济学原理（上下）,1.0
短评,1028842,言若,2008-10-11 23:17:00,0,本科时读的，看到这本书就想起了胖胖的王勇同学……,经济学原理（上下）,
短评,1028842,❀° 花卷,2009-02-27 19:05:17,5,在读第二遍ing,经济学原理（上下）,1.0
短评,1028842,剧透凉凉,2010-02-26 14:05:02,5,经济学上课时的课外读物，曼昆的书果然是比萨缪尔森的通俗易懂，作为经济学入门教材的确非常经典。,经济学原理（上下）,1.0
短评,1028842,rocky,2009-11-08 13:58:48,3,大学课本读过,经济学原理（上下）,0.0
短评,1028842,Fujia,2011-04-18 01:10:18,5,读的英文版，很棒。适合所有喜欢听故事的人。,经济学原理（上下）,1.0
短评,1028842,圣僧,2008-05-16 09:30:30,5,好入门书！入门书的奥妙之处在于，能够让一个我这样的经济学白痴可以看得津津有味，而且能够像聪明人一样的思考事情。并且事例精彩绝伦，深入浅出，这已经不是普通意义上的经济学入门书，这简直就是：非常好的经济学入门书。,经济学原理（上下）,1.0
短评,1028842,xudong,2008-06-22 16:43:52,5,启蒙教材,经济学原理（上下）,1.0
短评,1028842,Cherry,2012-10-30 22:03:30,5,专业课复习第二本书。易读易懂，理论贴近实例，着眼点高视野广，着重应用与政策，比国产书人性化多了。曼昆的确是大家，深入浅出，教人用经济学眼光看世界！强烈推荐！,经济学原理（上下）,1.0
短评,1028842,好人约翰尼,2009-12-31 21:12:03,4,写的很好的书，我正在读，曼昆能将经济写的如此深入浅出实在有些功力，比较一下我们老师讲的经济学，简直是天壤之别。。。,经济学原理（上下）,1.0
短评,1028842,partisan seed&,2010-01-22 14:04:22,4,扔过以后才晓得这是本好书啊~,经济学原理（上下）,1.0
短评,1028842,耶斯特洛夫斯基,2012-02-29 02:45:50,5,鲜活从容的语言，深入浅出的原理，著者与译者同样值得尊敬,经济学原理（上下）,1.0
短评,1028842,Dolphinson,2008-08-28 17:05:43,5,管理类入门最佳,经济学原理（上下）,1.0
短评,1028842,Camus,2008-06-18 22:04:13,5,老师说了要好好看,经济学原理（上下）,1.0
短评,1028842,鹹魚阿不爛,2010-03-19 16:28:38,5,太好看了~,经济学原理（上下）,1.0
短评,1028842,稚南,2005-12-28 14:12:29,5,读完,经济学原理（上下）,1.0
短评,1028842,山楂卷,2010-08-01 23:44:12,5,!,经济学原理（上下）,1.0
短评,1028842,个篱,2008-03-03 23:49:46,0,在学,经济学原理（上下）,
短评,1028842,［想注销］,2010-03-25 09:51:43,3,我的可怜的IBE~,经济学原理（上下）,0.0
短评,1028842,猫胖,2006-11-06 17:19:51,5,通俗易懂的经济学权威书籍.以学生为写书目标,经济学原理（上下）,1.0
短评,1028842,不裁,2009-01-31 21:13:41,5,"很好很强大

值得重读",经济学原理（上下）,1.0
短评,1028842,青柠夏天,2007-05-18 23:03:48,5,很少有能这样吸引我的课本啊……,经济学原理（上下）,1.0
短评,1028842,大吉！兔兔,2010-05-26 01:31:40,5,我现在甚至都不想看到这封面了……不过真的是很好的入门教材……,经济学原理（上下）,1.0
短评,1028842,ER!CA,2011-01-16 12:01:15,4,看着就头疼- -不过还好,经济学原理（上下）,1.0
短评,1028842,幼儿园园长™,2010-05-15 08:47:05,5,经典,经济学原理（上下）,1.0
短评,1028842,宝来,2012-04-15 16:54:54,5,一本介于想读，在读，和读过的书,经济学原理（上下）,1.0
短评,1028842,想蠢时我犹豫了,2011-09-13 16:45:04,4,么看完其实,经济学原理（上下）,1.0
短评,1028842,麦伊果酱,2010-06-10 11:04:51,5,当年我分数还蛮高的哈哈哈～～,经济学原理（上下）,1.0
短评,1028842,沈昆默,2019-04-07 22:12:31,4,天书既视感。,经济学原理（上下）,1.0
短评,1028842,拉赫玛尼诺妇,2014-08-15 15:00:29,5,终于。。。。,经济学原理（上下）,1.0
短评,1028842,大眼狗,2010-12-14 09:23:52,5,经典,经济学原理（上下）,1.0
短评,1028842,流星飞绊,2009-11-11 23:06:12,5,经济学经典入门教材 语言通俗易懂 有很多生动的例子做辅助 即使是没有经济学基础的人也可以看懂绝大部分的内容 推荐有兴趣的朋友们阅读,经济学原理（上下）,1.0
短评,1028842,John Wayne,2009-08-26 14:41:36,5,很久以前了,经济学原理（上下）,1.0
短评,1028842,mibo lost,2010-08-12 11:50:50,0,till p359,经济学原理（上下）,
短评,1028842,阅微草堂,2012-01-15 13:30:36,5,硕士时期特别喜欢的书籍，可惜一直没有买,经济学原理（上下）,1.0
短评,1028842,西西弗,2017-12-27 09:48:21,5,用kindle在地铁上看的，但是我下载的版本到《消费者选择理论》这一章后面就没有了。。。,经济学原理（上下）,1.0
短评,1028842,蘇默,2012-01-12 12:10:33,5,曼昆这书写得好，所以我看得入迷以至于复习都来不及了。,经济学原理（上下）,1.0
短评,1028842,白菜,2013-07-09 20:11:57,0,。。。天啊，我居然是在“经典”标签里看到这个的,经济学原理（上下）,
短评,1028842,渣小支,2010-06-08 08:36:25,5,入门经典。,经济学原理（上下）,1.0
短评,1028842,明月流影,2008-06-28 03:28:59,0,囫囵吞小枣。。。经济学家果然不能做领导。。。,经济学原理（上下）,
短评,1028842,木卫,2008-10-24 20:45:13,2,我讨厌教科书,经济学原理（上下）,-1.0
短评,1028842,青笋味道青笋味道,2008-12-16 23:29:57,4,专业课似乎考了一百三十分，但现在已经把里面的内容全忘记了，可是只要拿起来，一切那么浅显易懂。,经济学原理（上下）,1.0
短评,1028842,天啊嘟嘟洪,2009-02-21 18:09:42,5,太好玩了，我居然添教科书~~~,经济学原理（上下）,1.0
短评,1028842,joy517,2009-10-05 02:55:18,5,5年前改变了我的人生。,经济学原理（上下）,1.0
短评,1028842,macao,2010-02-09 23:18:33,5,我读的很认真 宏观部分看的挺头疼的,经济学原理（上下）,1.0
短评,1028842,Princess F,2009-11-10 19:09:01,5,经典教材,经济学原理（上下）,1.0
短评,1028842,毁桥,2010-08-01 01:25:26,4,什么都要了解下了,经济学原理（上下）,1.0
短评,1028842,略小小,2012-04-19 20:38:33,0,不止读过，还背过英文版= =悲桑的记忆,经济学原理（上下）,
短评,1028842,锅,2012-07-19 10:21:57,5,很喜欢的书啊~~简单易懂~,经济学原理（上下）,1.0
短评,1028842,ls_steven,2010-07-28 22:59:18,5,入门的经典。,经济学原理（上下）,1.0
短评,1028842,Airflow,2008-01-02 22:24:05,0,课本。。。,经济学原理（上下）,
短评,1028842,云未央,2008-04-18 20:38:43,5,入门级别菜鸟的好读物,经济学原理（上下）,1.0
短评,1028842,松果腺,2008-10-20 10:32:50,4,对于非专业人士晦涩了点，有时候简直是完全不懂。好吧，不是它不行而是我不行...,经济学原理（上下）,1.0
短评,1028842,spielmann,2008-06-29 19:09:03,4,经典！,经济学原理（上下）,1.0
短评,1028842,mikaholic,2009-01-03 04:45:23,4,趣味性 宏觀微觀的基本原理都基本介紹了 看完大家就可以裝自己懂經濟學了,经济学原理（上下）,1.0
短评,1028842,噢我的上帝啊,2009-06-07 17:27:04,0,教材 可是我从来没认真过,经济学原理（上下）,
短评,1028842,韩晓,2009-03-02 14:42:03,5,入门。(20:52;07/06/09),经济学原理（上下）,1.0
短评,1028842,小强从周,2013-01-30 21:37:04,4,想我大一时候还抱着仔细读过，大二上经济学基础可能还做过课后题，大约现在的学生本科期间无论专业如何，都难逃此一劫吧，吾亦不能免俗。不过还是有收获的，至少比大一买的那堆经济学畅销书有价值，虽然今天回顾过去颇不以为意。,经济学原理（上下）,1.0
短评,1028842,咫尺天涯,2012-06-22 14:25:02,4,建议直接读英文版，并不太难读，没有艰深的词汇和句型，解释的非常通透,经济学原理（上下）,1.0
短评,1028842,alfalfasio2,2010-10-09 18:39:18,0,的确是好书。,经济学原理（上下）,
短评,1028842,MingxingZhang,2008-05-15 11:18:05,4,经典,经济学原理（上下）,1.0
短评,1028842,荭荭,2010-12-10 19:43:16,5,经济学入门的完美教材！！！！！！！！曼昆是个好教师！！！！！！！！,经济学原理（上下）,1.0
短评,1028842,mykingy,2013-03-29 16:37:31,5,大一靠这本怒看一周之后微观拿了4.0……虽然宏观没用曼昆的可还是读完了……,经济学原理（上下）,1.0
短评,1028842,望望,2012-03-24 05:13:45,3,omg，第一次看到中文版本,经济学原理（上下）,0.0
短评,1028842,wenhui,2007-06-22 22:50:17,5,好玩的同时，可以安慰自己在学习 ,经济学原理（上下）,1.0
短评,1028842,SHvn,2008-01-28 13:47:31,0,"最适合初学者读得经济学书，看完，一定要记住作者提出的十条原理
最起码，在再看到经济问题时，自己也能根据这十条原理作出自己的判断",经济学原理（上下）,
短评,1028842,cindy,2013-06-13 16:48:44,4,好书好书真心好书。,经济学原理（上下）,1.0
短评,1028842,口秋木,2009-02-26 08:45:45,4,教科书,经济学原理（上下）,1.0
短评,1028842,陌上桑,2010-02-20 11:07:23,5,供求曲线解释宏观微观经济中的许多模型。||生活化的例子平白的语言和清晰的逻辑，不愧是适合入门者的经济学必读教材。,经济学原理（上下）,1.0
短评,1028842,风衔碧玉,2006-01-24 11:11:03,5,深入浅出 初学适用,经济学原理（上下）,1.0
短评,1028842,dana,2007-11-09 23:35:54,4,我的神啊~,经济学原理（上下）,1.0
短评,1028842,冯三,2010-05-05 11:01:51,0,利用上班时间把这个大部头看完了……常识性比较强，不如《经济学通识》一样看起来比较惊险,经济学原理（上下）,
短评,1028842,阿任,2010-01-27 22:06:16,1,原著真是冤枉了~~关键翻译太差不能忍受,经济学原理（上下）,-1.0
短评,1028842,otto||永夏,2013-11-14 19:57:54,5,醍醐灌顶拨云见雾,经济学原理（上下）,1.0
短评,1028842,谜团,2010-12-14 19:59:23,5,经济入门第一书，也是改变我的一本书。,经济学原理（上下）,1.0
短评,1028842,o爱米粒o,2009-08-28 18:46:50,4,很不错的经济学入门书，但偏向英文版的，所以就给个四星以示区别,经济学原理（上下）,1.0
短评,1028842,乱箭射我,2012-11-26 01:55:52,4,对我帮助很大的一本书~,经济学原理（上下）,1.0
短评,1028842,林是薇,2011-06-11 01:37:10,0,还看的英文版的，什么精神啊。,经济学原理（上下）,
短评,1028842,纳特白,2008-12-27 21:51:08,4,看的是英文版。,经济学原理（上下）,1.0
短评,1028842,怡,2006-10-21 15:33:05,0,希望自己能读懂,经济学原理（上下）,
短评,1028842,中兴之象卓然,2009-06-20 20:47:42,0,大学时自学的经济学教材,经济学原理（上下）,
短评,1028842,首欢乐的歌,2008-07-08 21:02:06,0,恐同学收藏了一大堆教科书···我也来·,经济学原理（上下）,
短评,1028842,婺州海东青,2011-02-09 22:18:42,5,王福重推荐,经济学原理（上下）,1.0
短评,1028842,大毛光光头,2010-04-22 10:35:25,5,书很好. 有些看不懂的地方需要对照原版查一下. ,经济学原理（上下）,1.0
短评,1028842,42,2011-01-11 20:20:18,4,就是咱大一学的经济学内容。,经济学原理（上下）,1.0
短评,1028842,Ahobeibei,2011-06-25 15:41:59,1,去他妈……,经济学原理（上下）,-1.0
短评,1028842,淇奥,2013-04-23 18:20:26,3,好玩。,经济学原理（上下）,0.0
短评,1028842,阿锦,2010-05-23 17:03:25,5,入门书籍,经济学原理（上下）,1.0
短评,1028842,♪Vine,2008-10-14 21:05:21,5,好书！,经济学原理（上下）,1.0
短评,1028842,小鱼儿,2007-12-25 19:49:32,5,我悟了啊！！,经济学原理（上下）,1.0
短评,1028842,不睡也不会秃,2009-10-08 19:37:47,5,曼昆自己小时候也苦于阅读高深的学术书，所以写了本易于读懂且极富趣味有丰富实例的教科书。连我这个一向排斥经济类知识的人都读得这么津津有味。,经济学原理（上下）,1.0
短评,1028842,C++,2009-08-01 20:06:22,5,言简意赅，深入浅出,经济学原理（上下）,1.0
短评,1028842,SUPER 琬™,2009-11-16 17:50:53,5,大师就是大师，一点都不枯燥，深入浅出,经济学原理（上下）,1.0
短评,1028842,匹咔咘,2010-11-25 12:33:58,4,,经济学原理（上下）,1.0
短评,1028842,LyXenon,2011-10-23 17:24:57,5,深入浅出，经济学入门读物。目前为止大学里用到过的最好的教材。,经济学原理（上下）,1.0
短评,1028842,北在北都,2007-05-26 20:30:16,4,呃，我是经济白痴，恩。,经济学原理（上下）,1.0
短评,1028842,打盹的拉布拉多,2008-07-15 11:27:06,5,这本书写得太棒了，让我想起十年前初读《别闹了，费曼先生》的感觉，那种智慧被开启的释然！,经济学原理（上下）,1.0
短评,1028842,Chunyan,2012-12-14 19:41:26,4,建模是远远不够的。,经济学原理（上下）,1.0
短评,1028842,D酱,2011-05-25 14:43:09,4,我好歹也是读过的。。。,经济学原理（上下）,1.0
短评,1028842,三水,2010-04-23 01:28:14,3,我居然看过。。。,经济学原理（上下）,0.0
短评,1028842,杜修琪,2012-08-28 21:53:35,5,长达一学期的努力，终于写完一本半笔记了~耶~,经济学原理（上下）,1.0
短评,1028842,马家佳,2008-01-01 00:35:44,5,这本书是我大一学校让我们学的，也是我最喜欢的一本经济类的教材，太经典了，非常浅显，却能讲出深奥的经济学理论。,经济学原理（上下）,1.0
短评,1028842,兮小木,2009-04-24 16:24:44,0,这是相当好的书啊。毕业的时候愣是背回来了,经济学原理（上下）,
短评,1028842,挖鼻孔大人,2008-01-10 11:07:12,0,曼昆 不用在介绍了吧 经典的经济学家 全世界的经济学新人都会看丫的作品,经济学原理（上下）,
短评,1028842,安德洛小Qin,2010-03-12 20:16:27,5,我非常赞同曼昆教授的说法：学习经济学是为了成为更好的公民。,经济学原理（上下）,1.0
短评,1028842,河童王子,2011-01-13 22:58:58,0,書很好看~只可惜考試很糾結~,经济学原理（上下）,
短评,1028842,恰若初见,2017-09-18 03:08:41,5,还需要再读几遍,经济学原理（上下）,1.0
短评,1028842,ALSO,2011-08-31 22:21:42,5,经济学基础。,经济学原理（上下）,1.0
短评,1028842,葵花朵朵向阳开,2011-12-12 00:12:27,5,擦，教材,经济学原理（上下）,1.0
短评,1028842,梨子/淡定淡定,2007-07-07 19:44:52,0,我喜欢,经济学原理（上下）,
短评,1028842,萌绘,2009-01-17 17:45:11,4,如果当休闲读物翻着玩，依然推荐第三版,经济学原理（上下）,1.0
短评,1028842,sanzi,2007-12-05 09:58:46,5,"经济入门学，简单易懂，富有哲理
比萨缪尔森的容易读",经济学原理（上下）,1.0
短评,1028842,若曦,2010-02-19 12:29:26,4,曼昆,经济学原理（上下）,1.0
短评,1028842,momo,2010-07-17 15:38:14,4,有点难诶。。。。。。。。,经济学原理（上下）,1.0
短评,1028842,笑忘书,2010-06-13 17:12:44,5,赞,经济学原理（上下）,1.0
短评,1028842,十一兔,2009-04-09 00:15:04,5,这本书改变了我的一生...,经济学原理（上下）,1.0
短评,1028842,戴假牙的猫,2007-11-06 12:45:49,0,专业课书。不读都不行,经济学原理（上下）,
短评,1028842,华山老大,2007-01-30 15:46:03,0,????ѧ,经济学原理（上下）,
短评,1028842,aroma.行云流水,2009-01-06 10:58:17,5,已购买,经济学原理（上下）,1.0
短评,1028842,在废土扫垃圾,2012-08-07 10:40:32,4,唔，作为入门是不错的。,经济学原理（上下）,1.0
短评,1028842,梁洛舒,2011-09-09 18:28:41,5,经典！,经济学原理（上下）,1.0
短评,1028842,鹅莓精焰焰,2011-02-20 16:26:22,5,my econs textbook! Mankiv's wittty and insightful!,经济学原理（上下）,1.0
短评,1028842,大莹,2009-05-24 18:08:50,5,马拉松阅读。。。,经济学原理（上下）,1.0
短评,1028842,小雪球,2011-08-21 19:14:21,5,意想不到地好看诶！,经济学原理（上下）,1.0
短评,1028842,暗夜的星辰,2014-08-24 22:56:53,5,大學專業書，西方經濟學老師上課的教材。一直沒看完…一定要重新撿起來。,经济学原理（上下）,1.0
短评,1028842,不高兴爱没头脑,2012-08-22 20:51:15,5,准备重温大学教材了,经济学原理（上下）,1.0
短评,1028842,JasmineJasmine,2009-02-01 21:04:07,5,通俗易懂的入门书,经济学原理（上下）,1.0
短评,1028842,Vincent,2008-08-03 11:02:42,0,终于看完,经济学原理（上下）,
短评,1028842,式微,2008-07-07 14:18:01,5,开始认真地看经济学。,经济学原理（上下）,1.0
短评,1028842,夜歌,2013-03-19 10:10:24,5,书单——2013。。。其实我都有点忘了 再看一遍吧,经济学原理（上下）,1.0
短评,1028842,懒猫,2011-01-11 22:11:50,5,我就是想知道第每天新闻在讲什么，什么加息，什么升值等等等等通通都迷迷糊糊的。,经济学原理（上下）,1.0
短评,1028842,Nolan◆超超,2008-05-03 02:39:27,3,翻译水平很一般..,经济学原理（上下）,0.0
短评,1028842,叶喜宝,2009-12-06 14:30:11,5,混沌……我脑子馄饨了。,经济学原理（上下）,1.0
短评,1028842,小枫,2009-02-22 12:31:27,4,很快就要拿到这套书鸟~挺好,经济学原理（上下）,1.0
短评,1028842,Lyre,2009-01-12 23:13:10,5,我的经济学启蒙教材,经济学原理（上下）,1.0
短评,1028842,iii,2013-01-21 10:44:45,5,通俗易懂的经济学入门读物，推荐！,经济学原理（上下）,1.0
短评,1028842,Orpheus,2013-03-15 22:28:14,0,入门读物，不过我勉强也就入了个门吧……,经济学原理（上下）,
短评,1028842,偶买噶,2010-07-10 14:04:44,5,难忘的阅读享受,经济学原理（上下）,1.0
短评,1028842,喵呜,2008-07-05 22:55:46,5,pdf,经济学原理（上下）,1.0
短评,1028842,Conficlown,2010-09-30 06:06:02,4,2006,经济学原理（上下）,1.0
短评,1028842,蒙大拿,2010-07-10 12:59:25,4,靠。。。,经济学原理（上下）,1.0
短评,1028842,红甜甜,2009-01-16 20:12:35,0,靠!这是教材啊!,经济学原理（上下）,
短评,1028842,椰子小姐,2012-06-16 13:18:25,5,= =、我真是个神经病...竟然看它...课本都没认真看过...,经济学原理（上下）,1.0
短评,1028842,真真,2011-10-25 00:46:00,3,原版看的舒服点,经济学原理（上下）,0.0
短评,1028842,"福禾,字武烈",2012-04-19 14:40:52,3,把生活中零散的现象加以归纳。 没读完。,经济学原理（上下）,0.0
短评,1028842,睡不醒左。,2007-12-16 00:08:40,5,"看英文的看不下去,只好搞本中文的对照着看...囧..",经济学原理（上下）,1.0
短评,1028842,Edison,2007-07-20 15:01:05,5,经济学入门的最佳选择,经济学原理（上下）,1.0
短评,1028842,namik_ercan,2010-06-17 03:02:45,5,入门必读教材，浅显透彻，5颗星,经济学原理（上下）,1.0
短评,1028842,呆若木鸡,2011-08-25 08:51:57,5,忘个差不多了,经济学原理（上下）,1.0
短评,1028842,铂澜,2011-07-02 15:07:38,0,我终究还是逃不掉经原……,经济学原理（上下）,
短评,1028842,痘毛阿姨,2012-03-01 22:22:30,4,必修课欸！,经济学原理（上下）,1.0
短评,1028842,米-米,2008-12-12 22:18:03,5,是本好教材~很好看。。。超有意思,经济学原理（上下）,1.0
短评,1028842,Fantasy,2012-01-16 04:57:25,5,真的是太好看了，必须找个时间重看英文版,经济学原理（上下）,1.0
短评,1028842,巴巴罗莎蠢猫脸,2011-02-17 12:31:28,5,如何从经济学的角度思考问题的本质。,经济学原理（上下）,1.0
短评,1028842,沐夏君,2008-10-20 00:04:22,4,宏观很烂！完全没条理！恶心死了这本书！！！,经济学原理（上下）,1.0
短评,1028842,ミサ,2009-10-21 20:01:12,5,秃秃教的课啦,经济学原理（上下）,1.0
短评,1028842,𝙆𝙆,2014-12-23 11:34:28,5,第四版,经济学原理（上下）,1.0
短评,1028842,何丽丽,2010-10-13 20:41:12,0,这个招架不了，从图书馆借了两次，两次都没看完。,经济学原理（上下）,
短评,1028842,千岁情人,2008-11-30 12:39:59,5,佩服的人,经济学原理（上下）,1.0
短评,1028842,风风火火闯九州,2009-11-22 02:54:32,4,应该说，同类书里还是比较赞的~作为教材更是难得的轻松,经济学原理（上下）,1.0
短评,1028842,雨哲,2013-05-22 19:15:33,5,由浅入深的讲述经济学原理，是经济学入门的最好教材。,经济学原理（上下）,1.0
短评,1028842,鹤少夜,2010-11-23 02:54:21,5,死扛许久……,经济学原理（上下）,1.0
短评,1028842,Sway,2008-07-08 09:03:00,0,终于可以抛开你了...雷达我会想你..,经济学原理（上下）,
短评,1028842,晔,2012-04-18 11:12:56,5,趁最后的一点闲补些经济常识。看过这本以后，觉得书价是应该涨一涨了。,经济学原理（上下）,1.0
短评,1028842,卡莱,2010-03-04 09:02:32,4,果然是生动有趣，尤其我这种对经济完全不感兴趣的人也能兴致勃勃地看下来，当然最后面的宏观部分有些枯燥。但不妨碍它成为相当于一种通识式的成长教育。人类的一切活动，其实背后都写着利益二字。,经济学原理（上下）,1.0
短评,1028842,island,2008-09-03 22:41:34,4,确实浅显易懂，不过是最最基础的东西。,经济学原理（上下）,1.0
短评,1028842,åiden,2014-02-21 00:15:12,5,The Hitchhiker's Guide to the Modern Society，answer to life the society and everything,经济学原理（上下）,1.0
短评,1028842,量子,2013-04-11 22:59:40,5,很棒的一本书,经济学原理（上下）,1.0
短评,1028842,未远行™,2009-04-18 17:38:00,5,译者梁小民说读曼昆的书让人觉得读经济学原来也是一种享受，而我觉得对经济爱好者来说本来就是一种享受,经济学原理（上下）,1.0
